,text
110,"@houstonpolice @ArtAcevedo (1) BEWARE of local merchants charging excessive prices ""price gouging"" 4 goods/services… https://t.co/xs7AW4jCGp"
111,"@HCSOTexas (1) B aware of local merchants charging excessive prices ""price gouging"" 4 goods/services, including gas… https://t.co/InQ1ldYt8N"
112,If you don't like donating to large organizations. Ask me how u can help directly. I'm driving to Texas To hand out goods. #Harvey
113,@GaPorts has barge going to Houston on Sunday with disaster relief goods for #harvey. Presser scheduled in half hour with more details.
114,Office collecting donations of goods for victims of #Harvey. Please see your Facebook page for details
115,If you're in the South Florida area and would like to donate goods #Harvey #HelpforHouston https://t.co/V1adOJiZ7X
116,The #FortHood Garrison Chaplains Office is accepting donations of goods to aid Hurricane #Harvey victims at the Spi… https://t.co/EUwkkNrck4
117,How a Mattress Store Became a Home for #Harvey Victims #Houston #goodsamaritan #dowhatyoucan #notasetback https://t.co/G3fTOF00et
118,Wow what great support so far from the community for #TX #Harvey relief! You have until Fri to bring goods to Town… https://t.co/vrNRR6eMKK
119,"This is an activist group she's sending people to, not an emergency fund that distributes relief goods/services

Co… https://t.co/jYiqRQAASL"
120,If you're in the #DFW area I am making baked goods to raise $ for my parents to rebuild their house devastated by… https://t.co/3NQyimzjwc
121,"Donated goods can become a burden after a disaster. To best help after #Harvey, give cash to relief orgs.… https://t.co/xwQbuZNfMH"
122,your daily dada has arrived https://t.co/So0h9GayaI Stories via @Loca2733Mc @goodshippequod @CouponersUnited #ad #harvey
123,"Those darn 'bad hombres' made baked goods for #Harvey flood victims. 

#TrumpSucks
#DonTheCon
#LiarInChief… https://t.co/HBidjTyp6H"
124,VOLUNTEERS NEEDED!!!! - Please spread the word! We need volunteers to help with intake and distribution of goods to… https://t.co/tlFKJhttRh
125,🔊: 'To Houston with love from Boston': Bostonians bring goods to City Hall for #Harvey victims: https://t.co/HtXlHypgQs
126,"ATX peeps, if you want to send goods to help those affected by #harvey, here's a great opportunity. https://t.co/pYN8YnsuOe"
127,Proud of the team's work to collect goods for #Harvey victims in #TX. We have designated delivery plans; consider c… https://t.co/wI1ykgnqsl
128,Who is in #Plano heading down south with trucks of goods for #Harvey? #DayOfGiving
129,Trade deficit focus in #NAFTA modernization is wrong.Canada is incentivized to reduce energy &amp; construction goods exports in wake of #Harvey
130,"*Cactus Land Brewing taproom open 3-9p today, 12-9p Sat., accepting donations of basic goods for #Harvey relief efforts."
131,"PLEASE share this short video about donating goods for victims of #Harvey.

#DonateWisely
#HarveyRelief
#ThinkFirst https://t.co/YyhjISD4bg"
132,"You folks pulling furniture and household goods out of piles at the curb in flooded neighborhoods -- smell your hands. That's poo.
#harvey"
133,"#Harvey #HoustonStrong #Harveyflood It's not good to give household goods when there are no households. Give cash, https://t.co/C69u9esgg6"
134,"Show your support for #Houston by donating goods for #Harvey relief at UAB's first football game back! 
https://t.co/v6Kz1lUiDl"
135,The state's price gouging statute prohibits an increase of more than 10% for the price of goods+services after a de… https://t.co/uxdehwJ1a0
136,1st shipment of donated goods to IL.  Taking a truck from Chicagoland to TX next wk.  https://t.co/vGxSAveq6i… https://t.co/OrG5s18JaX
137,"To help #Harvey victims, DO NOT donate unsolicited goods &amp;DO NOT self-deploy as a #volunteer. Give $ to trusted orgs https://t.co/QYiPfMXqLk"
138,"Guide to giving money, goods and services in #Harvey's wake https://t.co/G7Lo5ydS19 via @houstonchron"
139,We are accepting donations for those affected by #HurricaneHarvey. Drop off goods at our office by Fri. 9/8.… https://t.co/4BdKQUH4pv
140,"Before salvaging canned food from #Flood water, make sure it's safe! Tips on how 2 safely handle canned goods in fl… https://t.co/3nth0XaQ4k"
141,Donations tonight for #Houston at Manatee-Palmetto (canned goods) &amp; at Bradenton Christian (monetary) for relief efforts. #Harvey
142,"Can goods &amp; cleaning supplies collection @RAILROAD CLASSIC tonight in Edgard,#HARVEY
RELIEF @Stjohnsupe @HeidiTrosclair @ladylanguage411"
143,"New piece: by dismantling public goods, Trump admin leaves us vulnerable to next #Harvey. https://t.co/FMoacYsQ2Y v @dallasnews"
144,Working the drop off line at the Houston Food Bank. Stop by to say HI and drop off some canned goods! #helpie… https://t.co/xWoElmCwMa
145,"If you are going to the fair, please consider taking some canned goods with for for #harvey victims. https://t.co/qofZBMkiTT"
146,"The American Legion in South Pitt won't start collecting goods for #Harvey victims until 8am CST, but some people a… https://t.co/vEOBOjCbOZ"
147,"Jeremy Henry, who's from Texas, but lives in Maine, is collecting goods for #Harvey victims, today. He'll deliver t… https://t.co/xXGVhEyZjA"
148,"The TX Secretary of State has refused aid offer from Canada to help with #Harvey Turned down funds, goods and labor… https://t.co/5g31Jv0Ygi"
149,"Let's help Texas! Donation drop-off centers in SoCal and list of goods needed. https://t.co/AVVQdL64XL
#HarveyRelief #Harvey"
150,"When all the #Harvey victims start purchasing new durable goods, @realDonaldTrump will take credit for that part of the economy 
Just wait!"
151,Manager of Pizza Hut in Texas uses kayaks to deliver pizza | Daily Mail Online #goodsamaritan #harvey https://t.co/zGSXlbcoCj
152,Flood traps workers in bakery; they bake goods for #Harvey victims https://t.co/h3WkWNbifh https://t.co/UoVQarSNqv
153,"A guide to giving money, goods, or services during #Harvey (&amp; other disasters).  

https://t.co/wg07aibUKd"
154,"#AltusOK Help Those Impacted By Hurricane #Harvey #AltusOK - Whether you want to donate cash, goods, or service... https://t.co/wXpc8qeSUB"
155,"Ready to defend week-old mini-mart bread and rusting canned goods from starving flood survivors.
#Harvey https://t.co/jZGSHCVmyt"
156,Franklin County SO is collecting goods for #Texas residents after #Harvey. Proud to deliver our team's donations!… https://t.co/HL64ol1czJ
157,Flooding next to @PCCUA per @agentgoodson #arwx #harvey https://t.co/17IY0fDvBS
158,Olympic #gymnastics champ Simone Biles is from #Houston area! She's sorting donated goods 4 #Harvey victims! @usgym… https://t.co/vIwKMBSjtw
159,"Here is a donation drive via mail, collecting urgently needed goods for those in need in the wake of #Harvey: https://t.co/dA57kip7nu"
160,Flood traps workers in bakery so they bake goods for #Harvey victims https://t.co/hJHFgHdRDA
161,"Want to donate goods for #Harvey victims? Shop 1 of these Amazon wishlists for NEEDED items, or use… https://t.co/SW8ypXKSii"
162,"Drop off non-perishable &amp; canned goods TODAY until 3pm at Krimmel, 7070 FM 2920. #Harvey #KleinSpirit https://t.co/V6PqStR32c"
163,"Trump loading relief goods in people's trucks at a distribution center in Pearland, TX #MAGA #Harvey #Texas https://t.co/I1AyieEBtO"
164,Centro de Fe y Esperanza is still accepting donations of hard goods for victims of #Harvey. Bring your donations... https://t.co/GlHpvMFqCG
165,Freakin just #help and #retweet! Dont let CEOs of major corporations get away from not donating their goods. Pressure them.#fight 4 #Harvey
166,The MIAMI Sound Daily is out! https://t.co/Nt863ZLfvb #harvey #goodsamaritan
167,"Prepping clothes and goods for shelters. If you're in need or know folks in need due to #Harvey, let me know. God b… https://t.co/7zHnlp7UEv"
168,Visiting 4900 North Fwy @circovazquez for #Harvey collection site. You can also get goods. Thx my friend… https://t.co/aLClTthWGL
169,"Planning on donating to support the victims of #Harvey? Don't send unsolicited goods, here's why: https://t.co/33jRhw1yCe"
170,"For everyone heading to #Astros games today, please bring canned food, dry goods, bottled water etc - donations for #HoustonFoodBank #Harvey"
171,New piece: why preparing for the next #Harvey means investing in public goods. https://t.co/FMoacYsQ2Y v @dallasnews @CDCgov
172,"Why donate money instead of goods? Needs change, people move, goods go bad. Money is flexible and feeds local economic recovery. #Harvey"
173,@RussOnPolitics No right refusing goods with so many having just lost everything. #Harvey
174,"#RolandoPablos,#Texas #SecretaryOfState,refuses donatd goods&amp;manpowr from #Canada;asks 4 #Prayers nsted:#Harvey:#SJ 
https://t.co/6tDFwlFMV2"
175,"KTXS raised $6,000 and filled a U-Haul with canned goods and water for #Harvey evacuees."
176,"To prepare for the next #Harvey, government must coordinate sustained investment in public goods. https://t.co/FMoacYbeEo v @dallasnews"
177,What to know before donating goods to those affected by #Harvey. tips from@donateNYC https://t.co/hSnJZlVTIc
178,MT @WhitneyPipkin: @foodbankmetrodc is sending truckload of food donations 2 help #Harvey victims-Gather up ur goods https://t.co/mP6fqvWdAd
179,MT @WhitneyPipkin: @foodbankmetrodc is sending truckload of food donations 2 help #Harvey victims-Gather up ur goods https://t.co/IXlrIu9iHP
180,To those in Caribbean and South USA: seek safety and buy canned goods/water because #Irma is serious and might be s… https://t.co/ubw2xtw5a0
181,@NBCtodayshow #Harvey school donations #CBSSundayMorning ran episode discouraging #goods donations since ends up in landfills! #donate $$
182,Please retweet this request for goods for flood victims of #Harvey https://t.co/dt0TMGiMDK
183,Hold off donations of certain goods for coastal areas impacted by #Harvey. https://t.co/UNvXPMghr7 #Texas https://t.co/XMUkbbNX3r
184,"Any area law enforcement &amp; staff impacted by #Harvey &amp; in need of goods, come to 9310 Max Conrad (Tomball) from 8a-8p. Thx @CCEMSTX."
185,"Though free, donated goods raise the cost of the response cycle, writes Juila Brooks of @HHI. #Harvey
https://t.co/lJd8mLq7cb"
186,Hey Kash! Would love to donate to #besomebody as you actively purchase &amp; provide goods to help those affected by… https://t.co/ltVtLAft7E
187,@EvansvillePD (Indiana) &amp; McCutchanville FD delivered goods for area Law Enforcement personnel impacted by #Harvey.… https://t.co/hy7GKDxz7B
188,The @foodbankmetrodc is sending a truckload of food donations to help #Harvey victims. Gather up your goods: https://t.co/78d9AxZNUS
189,@EvansvillePD (Indiana) &amp; McCutchanville FD delivered goods for area LEOs impacted by #Harvey. Thank you very much! https://t.co/eeDgcwIMnt
190,Price of goods already being affected by weather this week. Price of fuel here already up $0.40 since #Harvey hit Houston.
191,Yikes @TODAYshow should know that #harvey people don’t need canned goods or clothes -  use @UnitedWay site https://t.co/7FB584mSrY
192,"Give money, not goods (research from @Harvard) #harvey https://t.co/G2KJofs3Uw"
193,"We watched as stores went up on water, bread, fruit, shelf stable goods. #Harvey We watched as capitalistic greed #failed us, #predation"
194,"@ALT_uscis Gosh, if we don't build that wall fast, Mexico will keep sending help and material goods to #Harvey victims!!!!"
195,"#hurricane #harvey lemonade, tea, baked goods fundraiser on Centre/India St corner #nantucket… https://t.co/90Vc3G80F4"
196,"Please share the Giving Hub form for #harvey victims in need of cleaning supplies, baby supplies &amp; other dry goods. https://t.co/xnBXkYri8O"
197,@SebGorka Stop dividing our country The liberals are also assisting and donating both time and money and goods.… https://t.co/Occz8HzyVv
198,"Shout out to all Boston people that sent several semi's full of diapers, cleaning suppliers and other dry goods here💥❤️#HoustonFlood #Harvey"
199,Remember to check w/ relief orgs re: what's needed before donating goods after a disaster. https://t.co/wj7orlrOxD #Harveyrelief #Harvey #TX
200,Surprising to see the impact of such a heart-centered intent.  #cashovergoods #harvey https://t.co/DFgTGeg9FG
201,"Monetary donations, not goods, will be most helpful during #Harvey recovery efforts. Find orgs that need your help @ https://t.co/QYiPfMXqLk"
202,#Irma #harvey I have such anxiety over these storms and I'm in MI! I've sent thoughts prayers goods money &amp; signed up 2 volunteer-🙏❤️⚓️🌴🌺🇺🇸👍
203,#Horns #help #harvey #goodstuff #TexasStrong https://t.co/F6cnxtWxJd
204,"@sprouseharting I am doing local collections of material goods for #harvey and #Irma victims, also helping with a f… https://t.co/hcM3Z3mbmG"
205,My goal is $5000 to purchase needed items and goods in the cleanup efforts post #Harvey in the Rockport/Fulton area. https://t.co/32TmmX2v4V
206,"@sahluwal Let's do more than words! Donate time, goods, or money. This is what's needed. #Harvey #Irma… https://t.co/fpBYETeCnW"
207,"@CLHSFalcons season starts in 24 hours! Free admission, bring can goods for #HarveyRelief We will wear #Harvey helm… https://t.co/Y8WUWp3ilB"
208,"A local farmer is heading down to Texas with a trailer packed with food, diapers &amp; other goods for #Harvey survivor… https://t.co/ncWL1ux1OF"
209,"In the wake of storms like #Harvey and #Irma, giving cash is often better than clothes or other goods.… https://t.co/UtKR04hRcD"
210,"Thank you @EBRDA DA Hillar C. Moore III, for cooking &amp; feeding us Cajun goodness, and for the canned goods donation… https://t.co/bA0RW5ZGXN"
211,Proud of the @Sharp_Business team for shipping pallets of relief goods to a partner in #Houston.  Next will be… https://t.co/TCfuhgoUbO
212,"Thanks to all the EPIC folks who came out to donate goods for our Texan Relief drive today!  #Vmware, #Vmware_Cares… https://t.co/WPoCBrAXyz"
213,"As a 3PL, we have the opportunity to transport goods during times of need. Sending well wishes to those who were af… https://t.co/stbUedhvUN"
214,#Texas woman's 'extreme couponing' provides thousands in goods for #Harvey victims https://t.co/p5rw2raPLk via @houstonchron
215,#Corporate #charity #donations #IRS #taxes #help #benefits #education #femalehygiene #diaperdrives #bakedgoods… https://t.co/v9dMIkrIlL
216,Warehouses in the Houston market are being put to use storing donated goods and rebuilding materials #Harvey https://t.co/lN1ysJ4gdr
217,"Drop off bins at VXI Lubbock for non-perishables, canned goods, hygiene products, bottled water #Harvey #TexasStrong https://t.co/0j9aGUrW63"
218,"#Houston Couple Got #Chick-Fil-A With A Side Order Of #Rescue
#harvey #goodsamaritan #food #p2...... https://t.co/dfS9dDswzb"
219,"#Houston Couple Got #Chick-Fil-A With A Side Order Of #Rescue
#harvey #goodsamaritan #food #p2... https://t.co/DUdCAtiSuz"
220,"Charities, Avoid second tier disasters, solicit goods donations! #harvey #IrmaRecovery #donations https://t.co/7zvyqzhPQk"
221,"Avoid second tier disaster, solicit goods donations. #Harvey #Irma #unsoliciteddonations @gooddler — @galinafed… https://t.co/dsi69w14oD"
222,"On top of serving customers affected by #Harvey, one of our customer support teams collected goods to be donated to… https://t.co/yHgiiO93DH"
223,We need @Moretrench to fix our damns while they deliver the wonderful #Harvey goods. Welcome to #Houston and thank… https://t.co/NWF4UgkfeU
224,Our employees are donating hundreds of goods to @SalvationArmyUS which will go to those affected by Hurricane… https://t.co/AGq8WkGTyJ
225,"Our movers delivering goods to shelters in #houston
•Find out how your move can help those impacted by #harvey :… https://t.co/BI2ZWq8Okl"
226,Texas woman's 'extreme couponing' provides thousands in goods for #Harvey victims https://t.co/YnS7yqcXSk https://t.co/CXpLABCs9R
227,Tesm from @fbcodessa @byronmcwilliams pulled up last night in dark and rain and unloaded #Harvey goods at Farringto… https://t.co/l1qFvjLmDJ
228,"After disasters, send financial gifts instead of goods, suggests @NAMB_SBC @GoBGR #Harvey #Irma https://t.co/fhjJ8ohmHY"
229,"Just updated my on-line store shipping policies: devastation of #Harvey and #Irma. All prices, groceries, holiday goods to be affected."
230,"Team Defectio unable to deliver goods to shelters. Roads shut down, no stores open. #Houston #houstonstrong #houstonflood"
231,"Reminder: in crisis, give $ not goods. Lets orgs get what they need not what they're given &amp; allows staff to work, not sort #HurricaneHarvey"
232,@ProducerEddie and @m_huels bringing in the deets about the neon #pimipinjoy goods #texasforever #hurricaneharvey… https://t.co/Nf8wrs5rVH
233,"This is when we need to start helping, please donate and start looking at what goods you can spare to send in comin… https://t.co/mXMpFNXwX3"
234,"6 six packs of busch,Quarter Pound Of Smoke,20lbs of fajita meat,100 can goods,100 bottles of water,20lbs of Charcoal👪 #HurricaneHarvey 🚣"
