,text
251,"We need you in #Houston, @tide. Laundry services needed at NRG Center shelter after #Harvey. Please share."
252,"As #Harvey plays out, it's rich to hear electeds who have tried for years to starve govt now extol the fine services that cities provide."
253,Need laundry services at NRG. everybody tweet TIDE!!! Please!!!#Harvey
254,"Right will use #Harvey to militarize police, build oil &amp; gas infrastructure, and privatize services. https://t.co/RHS8ihVNsQ by @NaomiAKlein"
255,"At this point, FEMA really needs to focus on coordination of the gift of services brought by #CajunNavy &amp; others. S… https://t.co/DwankGjZVC"
256,"Reminder: Rescue workers, services,  &amp; volunteers live there too #Texas #Flood #Harvey https://t.co/jAGX9VthM6"
257,I sincerely hope mental health services are put in place from day one in the #HarveyRelief efforts. So important. #harvey #mentalhealth
258,"#Microsoft contributing $2.5 million in cash, technology and services to support relief efforts. #Harvey https://t.co/8vcVexsHRH"
259,Here is a list of Houston organizations providing relief services.   https://t.co/UGWhLjB94e #Harvey #Donations  #HelpforHouston
260,If anyone needs hot shot services in Houston and surrounding areas please DM. Reputable company with good rates20' flatbed trailer #Harvey
261,"rewritten: ""The amazing response to #Harvey that has saved thousands of lives shows the importance of government &amp; funding public services"""
262,"#Harvey @AC360 CNN, Please mention some of the essential services the Federal Government has put in place: Medical/Mortuary/Banking etc. 🌹"
263,"Damn, I didn't even think about the technological services #Harvey victims need. Please donate to @Codergv they're… https://t.co/b00eJ48Ttx"
264,Christ UMC will hold two prayer services tomorrow for the victims of #Harvey. They are both open to the public.
265,Trump hasn't yet tweeted condolences or advice on accessing basic services &amp; shelter to #Harvey victims.… https://t.co/KSUnfaRdLk
266,@tedcruz @POTUS No problem Lying Ted. BTW...what services is the Lone Star state going to give up to fund #Harvey r… https://t.co/aidzF7nvGF
267,The disaster #Harvey has brought on is pushing the limits of #Houston’s emergency call services. https://t.co/8Rpk33RXL6
268,Texas-based @Teladoc to offer free general medical services to those affected by #Harvey. Call 855-220-4585 or visit https://t.co/uxpaZzzCzm
269,"Consider donating to Insulin For Life, emergency services for t1ders. 
#harvey 
https://t.co/XNiVKpTEf0"
270,"#Harvey : des pluies ""catastrophiques"" encore pendant encore deux jours, selon les services météo… https://t.co/8EO3VX3OW5"
271,"#Harvey : des pluies ""catastrophiques"" encore pendant encore deux jours, selon les services météo… https://t.co/wbgJyQ7WmT"
272,You can also google disaster inspection services for other companies (including insurance) that may need additional… https://t.co/gWmMNkXVdd
273,".@greaterhoucf is expanding legal services for the immigrant community, pre #Harvey, and certainly more so now @funds4disaster"
274,"Telemedicine company @Akos_MD is providing free services to #Harvey victims, &amp; seeking paid #NPs to help. Contact k… https://t.co/sBHiEkdOCL"
275,"Joel Osteen's church staff rescued from Texas floods.

No wonder they had to cancel services this weekend.

#Harvey
 https://t.co/aHDOEl4aph"
276,Visit https://t.co/yJlBhM21IK for #Harvey updates and statuses of City of #Houston services.
277,@SlackHQ Please help - volunteer site is coordinating #harvey  rescue requests for Coastguard and other services https://t.co/oLHLMFdgD3
278,How can you volunteer your services? Visit National Voluntary Organizations Active in Disaster... #Harvey https://t.co/JhkdncPgbA
279,People in #Houston using social media to get help with reports emergency services are overwhelmed with numbers  nee… https://t.co/2yAfgqMC2D
280,"Still being told services will be back at 9pm. Same message I got yesterday.
 #comcast don't care
#harvey
#drop Comcast"
281,"Anybody offering trauma services for folks during #Harvey? Once they're safe, dry, fed, accounted for... my word this is terrible!"
282,"Update: City services resume, first responders ensure no one left In flooded areas. https://t.co/f7NSC2nUtf #Harvey… https://t.co/AeommIKwgy"
283,"@DailyCaller Coast Guard votes #Trump, and #GOP never ever targets uniformed services as #government
And #Harvey cartoon offensive"
284,"I know it's not much, but Amazing Lash Studio is offering 50% off services for those who are here from Houston. #Harvey"
285,WE NEED VOLUNTEERS! #CCGH will reopen tomorrow to provide services for those affected by #Harvey. How to sign up: https://t.co/0bcrs466i7
286,"Major shelter in #Houston NRG Center has bedding, medical services, child care services and a grocery store. #Harvey #HoustonStrong"
287,Dep. of Homeland Sec. said best way to donate to #Harvey is with money. Items redirect staff from providing direct services to survivors.
288,"Some Hou Metro services 2 resume tomorrow, also reg. trash pickup; power outages down to 75K; int'l flights 2b fully resumed by Sun #harvey"
289,News @USCIS offering services that may help people affected by #Harvey  https://t.co/k9FFZqQFXf https://t.co/E9Uqafwd5P
290,$23 billion of property affected by #Harvey so far. Now add health/services costs plus business interruption losses. https://t.co/khcAq5PjB1
291,Heads up to @CoxComm customers who were affected by #Harvey: Make sure you call and cancel your cable/internet services. (Cont.)
292,Catholic Charities will reopen tomorrow to begin providing services for those affected by #Harvey. More info: https://t.co/0bcrs3Ovqz
293,Increases of 10% for #trucking services will ripple through the industry nationwide due to #Harvey #truckers. https://t.co/JiAmOikLIz
294,"Donated goods/volunteer services can meet impt. needs, but can be a burden if not managed well. How to help: https://t.co/E4zvptvyR9 #Harvey"
295,"Houston mosques opened to provide services in #Harvey yet we see ""#ProsperityGospel Christianity"" is just an amoral… https://t.co/qrz70YhH8C"
296,"#AISDProud team informs families re: school enrollment and services. ¡Welcome y bienvenidos, Gulf Coast neighbors!… https://t.co/MeDTcdAsvK"
297,Carnival Donates $2 Million to #Harvey #Victims | ensync travel services https://t.co/F6doer5GPy @CarnivalCruise #Donations @myrontmoore
298,"Replying to  @Americares  $10=$200 $1000=$20,000. Just donated. They provide medical services in disasters,  #Harvey &amp; around the world.."
299,"Attorneys: to volunteer legal services to #Harvey victims, sign up here: https://t.co/rtXFP4HNe9. #ICYMI, out of st… https://t.co/MP13EN9ewi"
300,reminder: GoFundMe profits off people desperate for services and aid that government should be providing. #Harvey  https://t.co/DIKwYsDOBz
301,Both IAH and HobbyAirport have reopened with limited services. Please check with your provider for the latest flight information. #Harvey
302,Both @IAH and @HobbyAirport have reopened with limited services. Please check with your provider for the latest flight information. #Harvey
303,Some homeowners say they can't find appts. for tree removal services while others say they are being charged $300-$… https://t.co/yqL3V3jLAn
304,"#USCIS: Learn about #immigration services that may be requested in special situations.
https://t.co/PT0BOlYsKt
#Harvey #Hounews #TXnews #SB4"
305,Affected by #Harvey? Learn about immigration services that may be requested in special situations.  https://t.co/ySvrr5MwMN
306,Click here for a services database for individuals living with autism who have been affected by the storm: https://t.co/jdxLBQa1lc #Harvey
307,"Once you find shelter in Dallas, please call @CSCNorthTX for any cancer-related assistance! Our services are #FREE!… https://t.co/fnd0FBad7d"
308,USCIS offers immigration services that may help people affected by disasters such as #Harvey https://t.co/agYsXreouc
309,"I've pledged our search &amp; rescue, insurance fraud &amp; consumer services to our #TX partners – for as long as it takes… https://t.co/ryKLDLuXOD"
310,"Houston will resume services but it's is limited.  

#Harvey #TexasFloods"
311,"@houstonpolice @ArtAcevedo (1) BEWARE of local merchants charging excessive prices ""price gouging"" 4 goods/services… https://t.co/xs7AW4jCGp"
312,"@HCSOTexas (1) B aware of local merchants charging excessive prices ""price gouging"" 4 goods/services, including gas… https://t.co/InQ1ldYt8N"
313,Want to help? Here are some shelters and services in the area that really need it. #Harvey #Houstonstrong https://t.co/XaXWkWMukT
314,"Providers, payers adjust to keep services available for Harvey victims #Harvey #impeachTrump 
https://t.co/fOBVo2fHdn via @healthcaredive"
315,TDRS provides comm services for many of the satellites tracking #Harvey. Proud to help inform the public about this… https://t.co/mvE0wcYx2n
316,"Next Tuesday, @ajitpaifcc will visit areas of TX impacted by #Harvey.  FCC will do whatever we can to help restore communications services."
317,Had to call US coast guard and Air Force for Wharton County because local services don't want a law suit. Sad. #harvey #colorodoriver
318,Anyone know where are volunteers can help around #rockporttx? I know basic services are gone. Tools and chainsaw Willing to help #Harvey
319,Hall A - running from 10am - 6pm. Please sign up first. Background checks required for child services #Harvey https://t.co/Eqf6QuMafZ
320,We will get through this! Texas is Strong! #texasstrong #harkyshome #chimney #homeservices #besafe #family… https://t.co/uqVjJKyhax
321,Many thanks to @Google for @googlemaps and the great information available by location on #Harvey. Emergency services and government
322,@ChrisCuomo Question: are there any organizations ensuring access to mental health services for #Harvey evacuees?
323,#Hurricane #Harvey Update: #VA continues to provide benefits and services in the aftermath of Hurricane Harvey:… https://t.co/hbcfMOQY8f
324,#Hurricane #Harvey Update: #VA continues to provide benefits and services in the aftermath of Hurricane Harvey:… https://t.co/zoDooBgage
325,Legal services will be desperately needed after #Harvey. I've donated to @TRLA @TXCivilRights &amp; @TxAccessJustice. Will you donate?
326,Help our chapters impacted by #Harvey continue to provide supports &amp; services to ppl w disabilities: https://t.co/9POcWWJ6Tq #WeActWednesday
327,@FEMAgov App (https://t.co/AjjUua11Db)  4 trustworthy info services reference health &amp; how to help #harvey more: https://t.co/CHyaJ6LlxW
328,Support grants for veterinarians providing emergency services by donating with AVMF Code “Disaster Relief”… https://t.co/hCG8LSSVPl
329,"Providers, payers adjust to keep services available for Harvey victims https://t.co/0K3XMrXJbv #Harvey #Healthcare"
330,"@MHAHouston numbers to call for #MentalHealth services c/o @MHAHouston

#HurricaneHarvey #Harvey #HoustonStrong… https://t.co/dUPh0X9ZBS"
331,Displaced by Harvey? Here’s How to Get Help https://t.co/dwoKFfaN1F #Harvey #HarveyStorm #HurricaneHarvey #help #services
332,@FoxBusiness @GovMikeHuckabee Donates by any means your services to needy people's of #Harvey
333,"This is an activist group she's sending people to, not an emergency fund that distributes relief goods/services

Co… https://t.co/jYiqRQAASL"
334,If you're in Port Arthur and 911 emergency services cannot get there fast enough these are individuals in the area… https://t.co/ukBWmhDi51
335,"Interim Chief Evoy + student services meet w/@austinisd teams to plan how to support, enroll #Harvey evacuees.… https://t.co/jc2wHJI5JF"
336,"Here’s the latest #Harvey update from BCR: No services at HBU this weekend; response team sign up; church needs.

https://t.co/T7R9uGtzOc"
337,TX Disaster Volunteer Registry for health professionals: Learn more abt how to register to provide services… https://t.co/rPvWG9eCUD
338,"🙏""@weatherchannel: #Beaumont hospital evacuating patients &amp; shutting down emergency services b/c the city https://t.co/GN4c6xfH02"" 🌀#Harvey"
339,we are offering pick up and delivery wholesale flood restoration services for kingwood and surrounding areas! #houston #kingwood #Harvey
340,We have resources for clinicians to ensure patients receive medical services in challenging circumstances. #Harvey… https://t.co/egaZW5EsTm
341,Office of real estate services says they looked at over 60 buildings to pick this one. It has AC &amp; is finished out. #Harvey #atxcouncil
342,"Donate to RAICES, a legal services group that is helping immigrant families stranded by ICE find housing: #Harvey https://t.co/E5xUOGN1mM"
343,For those drone pilots in the area of #Harvey...your services might be needed... https://t.co/Pl9FWUnq3w
344,"Our services, including Coastal Health &amp; Wellness and @ARCpets resume normal hours on September 1. 

#Harvey… https://t.co/4QszxfPSjb"
345,"As your Houston commercial plumber, we are here for our neighbors &amp; offer our services to those affected by #Harvey… https://t.co/vb3x0O00rj"
346,"Providers, payers adjust to keep services available for #Harvey victims via 
@healthcaredive https://t.co/UKzHU2RM57 #telehealth"
347,"B/c of #Harvey, @RiceKinderInst making community data (+ research services) avail to community groups ahead of sked: https://t.co/xDFlb4cIqV"
348,Hurricane Harvey evacuees in Tyler receive assistance services https://t.co/zIIDmBSIsm #Harvey #inetx #Relief https://t.co/OjCsHHb9Bu
349,"#Harvey update: Aransas County ISD schools closed indefinitely. Students now eligible for ""homeless services"" https://t.co/E2kZrgUDNF"
350,@RealJamesWoods you are sending people info for #Harvey . . . would you know where those in Beaumont can get water? They turned services off
351,"Seeing all the money, products, services, and time being donated just proves one thing...
America is, was, and always will be great. #Harvey"
352,@TrumpGolf @trumps_feed @TrumpDoral Number of tweets promoting luxury Trump properties/services during #Harvey: 11… https://t.co/jVWVSMRUYb
353,@Trump @trumps_feed @trumpwinery @WeddingWire That makes 10 tweet promos for luxury Trump properties/services durin… https://t.co/thJZauydxO
354,"@TwitterMktg twitter while people are actively needing your services right now, this is not the time to do this. Ar… https://t.co/x2tKIEN9Ha"
355,"Disruptions ahead for oil services industry from #Harvey, says @CarlMarksAdvis partner https://t.co/GgO3RX1HuU"
356,A considerable amount of coordination goes into making good public services — commendable work from the NHC during… https://t.co/HEssCLtkON
357,.@CBSThisMorning crew grills @RedCross regarding amount of donations that go to services. CEO dodges how much $ raised so far for #Harvey.
358,Rumors of the #Beaumont power plant is prepped to blow and rescue services can't deploy nearby. Can anyone confirm? #harvey #texas
359,"@stevebenen @maggieNYT @andersoncooper @ShepNewsTeam

Trump Org's promos during #Harvey are for luxury properties/services in Uruguay,LA,NYC"
360,"@IvankaTrump @realDonaldTrump @stevenmnuchin1 Good idea to cut services, housing subsidies &amp; health care for these… https://t.co/p20LkcB9th"
361,You do not have stay at a Red Cross shelter in order to get food &amp; services. Show up at one of their shelters for assistance. #Harvey
362,Our #Harvey guests are going to be looking for #JOBS while they are in Austin Let me show you the ropes in #ATX via access to services #FREE
363,"@ShannonMitchel  I honor you for your volunteer spirit, offering your much needed MD services to the people of Hous… https://t.co/ohM3NCOpRK"
364,Frontier knows that restoration of services is critical to customers/communities. #Harvey https://t.co/QvBXGNxrHR
365,#Verizon announces support plans for services to victims of #Harvey  https://t.co/fwazvhYsLe via @avionicsmag
366,Houston trip for free IT services #harvey #harveyrelief #harveyflood #houston https://t.co/WnNmxTC0R9
367,If you're dealing with cancer &amp; impacted by #Harvey @livestrong compiled a list of support services you can call: https://t.co/XLK18O1J2H
368,@terrymeiners doofus X2 the doors were never locked. They cancelled weekend services. They did not turn people away. #Osteen #Harvey
369,The state's price gouging statute prohibits an increase of more than 10% for the price of goods+services after a de… https://t.co/uxdehwJ1a0
370,"If you're dealing with cancer and impacted by #harvey, we've compiled a list of support services you can call: https://t.co/ZzkiJQmayq"
371,@BillCassidy Mr Cassidy why does your part advocate for SLASHING essential government services that would help duri… https://t.co/JESNjgFGGa
372,@POLITICOMag FFS. Stop with this ignorant BS demonizing of #Texas. They literally PAID for services. Not complicated. #Harvey
373,Help the individuals we serve. #DevereuxTexas contributions go directly to our programs and services. #Harvey https://t.co/o340qgl1dI
374,We have resources for clinicians to ensure patients receive medical services in challenging circumstances. #Harvey… https://t.co/Eqq5Aa1wvS
375,"The firm is behind our inspiring colleagues in #Houston, ready to offer recovery, rebuilding, pro bono services for #Harvey's victims."
376,Donating $1 million in services for businesses affected by #Harvey   Pls share. https://t.co/F8QbswWJS6
377,"Guide to giving money, goods and services in #Harvey's wake https://t.co/G7Lo5ydS19 via @houstonchron"
378,@WBC_Augusta is all in with prayer in our Sunday worship services and we're gathering a special offering for victim… https://t.co/5QjflHbg4d
379,"@Bergen_IT is thinking of all in need affected by #Harvey.

@NPR has a list of #relief services you can donate to:
https://t.co/vtR2faZOMs"
380,".@SheaSerrano raised&gt;$100k for #harvey victims, saved lives connecting refugees to services &amp; explores the real mea… https://t.co/UYdI603s2W"
381,AHRQ resources help clinicians ensure patients receive needed services during a public health crisis. #harvey… https://t.co/TKcNfWnbtR
382,Commendable: This Chief #Marketing officer is pre selling #consulting services 2 recover from #harvey… https://t.co/Vc9jDtILt4
383,FAQs for MCOs to ensure services and support to needy residents in Texas in the aftermath of #Harvey https://t.co/lCoBEKUL8B
384,"@JLOVEO3 If you're interested in helping provide healthcare services to children displaced by #Harvey, you can help… https://t.co/fHiuZeZQ5K"
385,"Comms outages from #Harvey - voluntary reporting, but shows general impact on cell, radio/TV, &amp; wire services | FCC: https://t.co/LktA08IWjP"
386,"A running list of Texas health insurers' relief efforts, emergency services, etc for Texans impacted by #Harvey https://t.co/A3LsQyEvsH"
387,"@rocknnnnnnroll If you're interested in helping provide healthcare services to children displaced by #Harvey, you c… https://t.co/r3Q75jLz7D"
388,"@ChrisFenoglio If you're interested in helping provide healthcare services to children displaced by #Harvey, you ca… https://t.co/M4tkRYSx86"
389,"@CrisJBanks If you're interested in helping provide healthcare services to children displaced by #Harvey, you can h… https://t.co/hk6mXo5MlJ"
390,@thaAMAZNblue @KingJames If you're interested in helping provide healthcare services to children displaced by… https://t.co/UKhRgzMPlF
391,@samhsagov is providing disaster resources &amp; counseling services for people with substance use issues: https://t.co/vrr8fzSYIZ … #Harvey
392,"Connecting chefs, commercial kitchens and food suppliers with shelters and services who need meals:
https://t.co/b17v3txaRb
#Harvey"
393,Telemedicine News: @epicmdapp offers free consults to #Harvey victims - @mavenproject funds telemed services https://t.co/JT0DKEKnwv
394,#Harvey update - Contact us immediately to mobilize contractor-services@vericlaimrepair.com. Get the latest news… https://t.co/4kozmY9wCH
395,"Out of the water goes my Sis to aid rescues @ Bayou Animal Shelter info@bayouanimalservices.org. #Harvey Way to go,… https://t.co/YVMkdVdHZE"
396,"As emergency services, charities and aid groups address the massive need from #Harvey, here's how to help. https://t.co/yULUjMtpBx"
397,Frontier knows that restoration of services is critical to customers and the communities. More updates as details b… https://t.co/VvriVaqNFh
398,Prof. @keristephens found social media's response to #Harvey supplanted 911 services when phones lines didn't work:… https://t.co/tKNSAshcJw
399,"Mayor @SylvesterTurner, is anyone w/ the city capturing info on all the relief services going around #Houston? Facilitating? #Harvey"
400,"#NEW @RedCrossDFW says 950 #Harvey evacuees registered at #Dallas mega-shelter @KBHCCDallas. 600 staying, 350 receiving services. @CBSDFW"
401,Looking to provide assistance and/or services to #businesses impacted by #Harvey? @Txbiz has set up this network ➡️ https://t.co/IMHldSnGOw
402,#HarveyHelp We are raising $$ to aid mental health &amp; addiction support services to those affected by #Harvey. Donat… https://t.co/5UOaRXnyPb
403,@Empoweringpts9 @CrzyCreoleMommy @mollyschreiber @OPBMed @DrRiehl Follow @MHAHouston for updates re: mental health services after #Harvey
404,Another good post- #Harvey thread from @marynmck re: #health services like dialysis. https://t.co/Rtca1HGHyJ
405,"A guide to giving money, goods, or services during #Harvey (&amp; other disasters).  

https://t.co/wg07aibUKd"
406,"Trump is a honorable man. He not only refuse to take a salary for his public services, he also donated his own $$. #Harvey @realDonaldTrump"
407,A @katyisd educator w/ a gigantic heart! https://t.co/XgxEV24vAB #TexasStrong #harvey @R10ECservices @R10library @R10comms @Region10Leaders
408,#Immigration services that may help people affected by Hurricane #Harvey  https://t.co/zWi1maX71g
409,@cachoutx Hubby &amp; I want to help flood victims. Are you accepting donations for therapy services to families affected by #Harvey?
410,"#harvey victims, don't count on @ATT digital life to support you. $250 to cancel services for a house I don't have anymore. #noheart"
411,Anyone who can get a group of skilled RNs with a relief services in Texas? We are volunteering our time and skills for the #Harvey disaster!
412,#Resist #donthecon #Mexico wall. ABSOLUTELY no wall while cutting taxes 4rich &amp; social services &amp; #Harvey rebuild!🗽 https://t.co/8xgMMetZTJ
413,Here's the latest @FCC status report on communications services in areas affected by #Harvey.… https://t.co/pMZcmQyAFD
414,"Water services to be shut down - mandatory evacuation will be called, will quick like. #Harvey"
415,If you have #diabetes and require emergency services after #Harvey contact @AmDiabetesAssn. More info: https://t.co/KwVKrwaAvN
416,How the financial services mkt can help families affected by #Harvey &amp; what some institutions are doing… https://t.co/TcFvQbZ5Mi
417,"“Trans people are so used to being denied services or access to a shelter” #Harvey
https://t.co/7gYIOmYNua"
418,"There is no debate. Texas should use its rainy day fund for #Harvey recovery. Schools, mental health services, safe… https://t.co/ckvHK7CNjN"
419,We have resources for clinicians to ensure patients receive medical services in challenging circumstances. #Harvey… https://t.co/W9wcohXyFm
420,@Trump @trumps_feed @TrumpFerryPoint Number of twitter promos on Trump's feed for luxury Trump properties/services… https://t.co/WUFKfQ68MU
421,USCIS offering immigration services for those affected by #Harvey. Contact LOJO Immigration if you have questions o… https://t.co/yBDbvqqTsq
422,Hey #suddenlink how about fixing ur services in Kingwood tx so we arent completely shut off from information #harvey
423,"A&amp;B Labs, Houston, provides drinking water testing services. Please contact us at (713) 453-6060 or info@ablabs.com… https://t.co/JEWTlKn00u"
424,"Temporary Emergency Vet License application and details for those who may want to offer #vetmed services:
https://t.co/oFGB39smUZ
#Harvey"
425,SETRAC continues to support emergency services during #Harvey. Your donation helps us to provide assistance.… https://t.co/7BLKEHsAv5
426,“we have no other alternative but to discontinue all services which will include emergency services.” https://t.co/Uc2ho56SWR) #harvey #HMRD
427,If you know someone in need @DayTranslations is offering FREE services for those affected by #Harvey. Contact 1-800… https://t.co/pU9p65BSWu
428,"#Houston can I just as why we pay Billions in taxes for services, then have t depend on the Cajun Navy to show up?? #harvey"
429,Houston’s legal community offers free services to #Harvey victims.  https://t.co/9ApVQvacV1 #HoustonStrong #Hounews… https://t.co/lULgzOIh0q
430,Houston’s legal community offers free services to #Harvey victims.  https://t.co/ERUx89S8g0 #HoustonStrong #Hounews… https://t.co/LJkGlU77gZ
431,"Hurricane Harvey disrupted blood collection services in an already summer blood deficit #harvey #blooddonations
https://t.co/covd4HHus0"
432,Be careful when you are stuck driving in wet weather!  We offer tow services! #AutoSmartCustomBodyandPaint #Harvey… https://t.co/8pI2UVuoS4
433,AHRQ resources help clinicians ensure patients receive needed services during a public health crisis. #harvey… https://t.co/TopPDqzVkN
434,Free BidSync Source eBidding services available to #Government &amp; #nonprofit agencies impacted by #Harvey. Learn mor… https://t.co/Twq3xOY4an
435,"God Bless #Texas: all the incredible #harvey #volunteers #Government #Agencies, #emergencyservices #Victims https://t.co/etVMLLluDc"
436,"If you need photos, vids, or editing to help victims of the Texas flooding, my wife and I are willing to donate our services #Harvey #Texas"
437,"@pacelattin Can't deport all Latinos from TX. 45 figures removing services, aid he can then use #Harvey to wholesal… https://t.co/VOfDyf0wRt"
438,HAPPENING NOW: Tulsans have #Harvey victims on their hearts and minds this morning at different services. https://t.co/SeW3h0aTY3
439,We've got mobile vet services set up and ready to go in #houston https://t.co/lxqp6FBWyY #Harvey
440,"Mexico offered help for #Harvey victims on Aug 27.
U.S. didn't accept until 3 days later.
While emergency services… https://t.co/QbK7FgBV7u"
441,"8 local #redcross volunteers are en route to TX or LA or already doing sheltering, feeding, logistics or health services #Harvey #ThankYou"
442,"4 local #redcross volunteers are en route to TX or LA or already doing sheltering, feeding, logistics or health services #Harvey #ThankYou"
443,"13 local #redcross volunteers are en route to TX or LA or already doing sheltering, feeding, logistics or health services #Harvey #ThankYou"
444,"5 local #redcross volunteers are en route to TX or LA or already doing sheltering, feeding, logistics or health services #Harvey #ThankYou"
445,@StampStigma #MentalHeath services for folks in #Houston to help them deal with the aftermath of #Harvey c/o… https://t.co/5GcNsbwfHS
446,Memorial Hermann volunteers made Ready Houston disaster bags for relief services. Pick up some when collecting your… https://t.co/aDBry3s4KW
447,#NEW @POTUS increases federal funding for #Harvey relief in #Texas for debris removal and emergency protective services. @CBSDFW
448,Pets4Life Lou is gearing up to head to the Houston area to provide veterinary services to dogs impacted by #Harvey.… https://t.co/LnqMaNtR9s
449,@iava @PaulRieckhoff if you want to help #Veterans affected by #Harvey contact #Houston VA volunteer services 713-7… https://t.co/jPAQLFywZE
450,Inbox: @GovAbbott to participate in Day of Prayer services tomorrow morning at Hyde Park Baptist Church in Austin #Harvey
451,If you have #dialysis and require emergency services after #Harvey contact @DaVita. More info: https://t.co/Y24QWpXExE
452,"What emotional support is there for the #Harvey survivors to cry, scream yell and heal. Are psychological services offered?#Mentalhealth"
453,"Texas @MomsDemand volunteers are cleaning homes, providing services, raising money and packing diapers to help… https://t.co/zKNJTsAbxH"
454,"#AUCTION: Graphic design services from @FWDauthority |
 100% goes to #RedCross for #Harvey relief efforts! https://t.co/ZmgEPBHBo1"
455,AHRQ resources help clinicians ensure patients receive needed services during a public health crisis. #harvey… https://t.co/r2fIn8hp8Y
456,"New #Harvey ""mega-shelter"" now open to provide #SocialWork help, other services https://t.co/VLqe72olUb https://t.co/O5Y4P44KpF"
457,Don't do business with AT&amp;T. Heartless. Billing devastated Houstonians for services they didn't provide and aren't providing. #Harvey #ATT
458,".@TheArcofTexas updated the list of Hurricane #Harvey #Resources

• Medications
• Legal services
• Food resources
•… https://t.co/piU40mSHcS"
459,We have resources for clinicians to ensure patients receive medical services in challenging circumstances. #Harvey… https://t.co/5XJSr0rlAM
460,@WBC_Augusta is all in w/🙏in Sunday worship services&amp; we're gathering a special offering for victims of #Harvey. https://t.co/2vxReUtBfN
461,We’ve begun efforts to restore Comcast Business services in areas affected by #Harvey. For info on how to reconnect: https://t.co/ecLs9BGe6v
462,News release: #TexasHHS urges people to be aware of benefits and services available to Texans affected by #Harvey: https://t.co/elR51dPL44
463,"Families affected by #Harvey might not be able to go to clinics, so brought #healthservices to the community. THIS… https://t.co/MHk0P0pY56"
464,Good list of resources for #Texas pediatricians providing services for patients and families impacted by #Harvey vi… https://t.co/Nbg9wQRwli
465,Advice from legal services attorneys at Texas RioGrande Legal Aid and others on recovering from Hurricane #Harvey. https://t.co/bAHN0glqNm
466,#MOWCTX is at the MARC providing case management to #Harvey evacuees who need our services at this time.… https://t.co/eosxZChEzF
467,Sign up here to volunteer or request services: https://t.co/QXR0aCgk47 #Harvey
468,I thank #AmericasBanks who are working nonstop to provide continued services during disasters. #Harvey #IrmaHurricane
469,"Here are 10 franchisors, big and small, offering their services and resources for #harvey victims: https://t.co/0F9p9eFVsZ"
470,Looks like the 'serious flooding' @ the church is over &amp; cleaned up just in time for services &amp; the passing of the… https://t.co/m3HNiCH1dZ
471,BEYOND HEROES: We could not possibly thank @JBHcatering enough for their services during our emergency activation.… https://t.co/ZXd9psyUzy
472,BEYOND HEROES: We could not possibly thank @JBHcatering enough for their services during our emergency activation.… https://t.co/MRCQAZ3PwO
473,"You may want to advertise your ""text to 911"" services @CityofMiami @CityofTampa @citybeautiful on social media. #Irma #Harvey"
474,Our Disaster Response Team is providing supplies &amp; laundry services for families affected by #Harvey.… https://t.co/s1jr4AxXFD
475,"@PBTEXAS Houston Office reopens today after a week closed, but helped to provide eye care services at @GRBCC to tho… https://t.co/InEDjUzoUp"
476,For disaster related info and resources call 211. 211 Texas can connect you with the services you need.… https://t.co/w8FSVEFA2I
477,"CMS arranges dialysis services for patients displaced by #Harvey, waives requirements to bridge gaps @HC_Finance 
https://t.co/Go4SRbj02s"
478,"Coping after #Harvey can be difficult.  If you are a veteran or family member in need of mental health services, we… https://t.co/hLEuUldkED"
479,Paul Joyce (@PJoyce_13) argues that agencies like @FEMA exist solely to provide services for constituents. #Harvey… https://t.co/8yPXcZAbGA
480,PLEASE RETWEET: Guidance for parents with children receiving #SpecialEducation services affected by #Harvey… https://t.co/LMow8VY0ht
481,"#TXlege may need to tap RDF to maintain funding for basic services like CPS, schools, etc. if #Harvey causes tempor… https://t.co/T3V6B5Nf3W"
482,"At services this weekend, messages of hope after #Harvey’s wrath https://t.co/7sVfFDVfLk https://t.co/GKm4MMIeV4"
483,Our emergency plumbing services are available for any needs &amp; damages to your plumbing system after #Harvey:… https://t.co/RA7rXUw1Dq
484,"@TheAustinStone PM services gave 10,000 more lbs of water for #harvey! Check out our second load up to the coast th… https://t.co/gs3rxaptyF"
485,@Rangers @ArtRutherford @producertodd @R10comms @R10ECservices @KEstesJones @R10kbarnes The sorting is underway!… https://t.co/RWbSMA2ig6
486,@svdpusadisaster @ the Catholic Command Center discuss logistics &amp; coordinate services offered  #Harvey @KofC… https://t.co/B7CeRpdu1S
487,"Although usually no emer dental services on Tues in the fall, opening @UTSDhouston Urgent Care Clinic today &amp; all w… https://t.co/gWdG7Uotxj"
488,Today our Disaster Response Team distributed supplies &amp; completed laundry services for those affected by #Harvey in… https://t.co/BhjpFh1WZp
489,"More about supplies &amp; services for those impacted by #Harvey #HarveyRelief 
#NoWharButTexas  https://t.co/dg0e5j5Mt1"
490,Thanks to @HautePets Grooming for donating its services to several #Harvey shelters this week! Love our pets! #abc13 https://t.co/GXAleQoRqL
491,"Here's a list of services, who you make your mortgage payment to each month. Call them for options #Harvey… https://t.co/8hS5ya6dMD"
492,"Texas @MomsDemand volunteers are fixing homes, providing services and raising money to help #Harvey victims in Hous… https://t.co/uM6t4kmJoR"
493,"Not even Hurricane #Harvey can stop our #smallbusiness from bringing clean #garbage can services to America. First stop, Houston!"
