,text
51,"#Houston

Man &amp; his son are in chest-deep water trying to get back to their home that is flooding b/c Mom &amp; another… https://t.co/RgIDJwxUHn"
52,Deep water to my north and south on Bay Area Blvd near Clear Creek. 6am @FriendswoodCity #Friendswood #Flood… https://t.co/HqdpogN1ih
53,People are leaving their homes as they fill up with water - Hopefully #HPD is on the way #HoustonFlood #Harvey #HurricaneHarvey
54,Houston Under Attack From Hurricane #Harvey And Likely To Be Underwater Too 🚣🏼‍♀️🌊⛑ https://t.co/XtJQOWKJ3v
55,Houston mayor Sylvester Turner needs to open more then 2 shelters. People are trapped by rising water.… https://t.co/wMpiAu0Blb
56,.@KPRCSofiaOjeda interviewing flooded residents escaping through high water. WATCH #KPRC2 LIVE:… https://t.co/GQLfOirShX
57,Words really fail at this point- water entering 2nd stories of houses/apartments?  Catastrophic flooding ongoing...… https://t.co/cYq41iQ5ii
58,"#KHOU TV Anchor: ""If you have just a few inches of water in your home, you are doing OK"" 911 CALL CENTER OVERWHELMED! #houstonflood #harvey"
59,Seeing reports of 5 fatalities in Houston from #Harvey. A reminder that the most dangerous aspect of a hurricane is freshwater flooding
60,"NWS Houston: ""Epic catastrophic flood emergency"" 1000+water rescues overnight. 2 dead. Hard to imagine the threat o… https://t.co/KUEcvsu3La"
61,"#Harvey 1000+ water rescues overnight in Houston, many stranded as water rises #houston #flood #HurricaneHarvey"
62,“@HCSOTexas: Follow @hcfcd for real-time high water updates. AVOID ROADWAYS. Shelter in place. #harvey #houwx”
63,.@ArtAcevedo tells @Fox26Houston there is a task force on the way from #SanAntonio with 25-30 high water rescue veh… https://t.co/z7I0EtPJSm
64,Assisted-living facility  on Oaktree Drive in Friendswood has 18 patients with water up to their waists. #Harvey
65,All of Houston is under water and it doesn't seem like it will stop raining soon😥 #HoustonFlood #Harvey… https://t.co/kX7Mnh571i
66,"8-27-2017 #Pasadena, #Texas #Houston suburb is under water, rescue boats going in https://t.co/o4euUlLuEB #Harvey"
67,The flooding is absolutely ridiculous. Just got a call from my parents and the water and has gotten into there place. #Harvey #Baytown
68,#Harvey claims second #fatality as #floodwaters rise in Texas https://t.co/AxSvLOK8iq
69,Follow @hcfcd for real-time high water updates. AVOID ROADWAYS. Shelter in place. #harvey #houwx
70,If you are stranded in flood waters don't call #Houston 911 unless your life is in peril. Call this number instead… https://t.co/UBNhLBmttE
71,"Very distressing watching my friends' panicked posting from #harvey flooding. Some are now trapped by rising water. Pools overflowing, etc.😟"
72,"It's getting real right now in Houston. Stay safe, stay off the roads, stay out of the contaminant flood water!… https://t.co/RHe61ASjXa"
73,"Over 1000 water rescues in #Houston already, and the rain keeps coming! #HARVEY https://t.co/Adok0EvO6E"
74,"Yes, $42 for a case of water is too expensive! Seen #Harvey-related price gouging? Turn them in: 
https://t.co/iDoMTGq1lu"
75,"Yes, $42 for a case of water is too expensive! Seen #Harvey-related price gouging? Turn them in: 
https://t.co/gxcdTqgGe5"
76,if you go into your attic to escape the rising waters PLEASE bring something to break through the roof. #houston #harvey #flood
77,"Houston floods: 350-700 mm rain fell in the past 24 hours. Over 1,000 high-water rescues performed; at least 5 peop… https://t.co/v4jWpd957n"
78,"Houston #Harvey Flood:
@CNN reports Houston EMS Neighborhood Command Posts inaccessible
High ground underwater
Storm water system puking H2O"
79,"Today's Tip, #Harvey edition: Don't hide from rising water in your attic without bringing an axe or something to bust your way up &amp; out."
80,Hearing that League City Fire Station 5 also has water inside the building. #Harvey
81,Early am #Harvey update: storm drains on my street holding strong but the rest of the city isn't as lucky. It's literally underwater.
82,#txwx Shelter in place even if #flood water enters your home. Safer than going outside. #FlashFloodWarning serious… https://t.co/BL6a5eWNH7
83,"@houstonpolice getting tweets about people with water filling their homes, 911 is not answering, who can they call? #help #harvey"
84,.@FriendswoodCity first responders report that the water is visibly rising as they continue to make rescues near Clear Creek. #Harvey
85,"Where's President Twitter, as Houston is literally under water? Unlike some, natural disasters do not discriminate. #Harvey #houstonflood"
86,We don't have water intrusion &amp; are at the high point on our st. We have neighbors w/2 stories &amp; there is a school across the st. #Harvey
87,#Harvey claims second fatality as floodwaters rise in #Texas https://t.co/HUpATi5UTV https://t.co/nuZ6bQrgwQ
88,"We are under water here in Clear Lake. Concerned.
#Harvey #HurricaneHarvey"
89,Woke up and the water'll be at the door if it gets an inch deeper. #Harvey
90,"The flooding is scary. We haven't heard from some friends in 2 hours, they went into their attic. Others see the water coming soon. #Harvey"
91,"COMING UP ON GMA: #Harvey brings extreme flooding to Texas, residents needing rescue from rising waters:… https://t.co/2sKIHKo92i"
92,"TS #Harvey continues to weaken over SE TX. ""Flash flood emergency"" around Houston. &gt;1000 water rescues.… https://t.co/coJF7eg0Ut"
93,"Not mincing words in Houston. This is very, very bad. One THOUSAND high-water rescues overnight. Catastrophic flood… https://t.co/5iaE1QuARB"
94,How you suppose to sleep when the town you grew up in is under water #harvey #fucku
95,Houston FLOODING EMERGENCY: @NWSHouston now reports over 1000 high water rescues overnight and reporting 5 fatalities. #txwx #Harvey
96,TS #Harvey continues to weaken over SE TX. Flash flood emergency around Houston. &gt;1000 water rescues #18StormTracker https://t.co/GW03fq5jwR
97,A cube of water 1'x1'x1' weighs 62.4 lbs. That's more than u can check on a plane. Do not underestimate water! Do not drive in it! #Harvey
98,Public Works dump trucks are in heavy use across the county for high water rescues as standard rescue vehicles can’t keep up. #Harvey
99,"In Houston, a woman drowned after getting stranded in floodwaters, She tried to get out of her car but didn't make it. (KHOU) #Harvey"
100,"#Harvey Latest: @NWSHouston says 5 dead in #Houston area flooding. More than 1,000 water rescues. 23"" in 24 hours in some cases #TXwx"
101,"#Harvey Latest: @NWSHouston says 5 dead in #Houston area flooding. More than 1,000 water rescues. 23"" in 24 hours in some cases #TXwx"
102,#houston #harvey flood waters to the curb again.  I-10 Bunker Hill &amp; Cedardale. Spring Rock Flooded #ABC13Eyewitness https://t.co/0shEYqEwz3
103,[Breaking News] #Harvey claims second fatality as floodwaters rise in #Texas #Flood https://t.co/pGAw3SuSZN https://t.co/YMK17or2JH
104,"People trapped in their homes in chest feet water, on roofs, highways. #houstonflood #Harvey2017 #Harvey #HurricaneHarvey"
105,"News just said don't go to sleep because you may wake up in water.
#Harvey"
106,League City firefighters report 5 inches of water inside Station #2 on Hobbs Road. #Harvey #glswx #GalvNews
107,Massive rain and flooding now and some family have water coming in their homes. I'm not home to know if mine is. #harvey #Houston
108,30-50+ inches falling over wide area. So much water. The magnitude is difficult for me to comprehend. I hope people… https://t.co/lLLS4x2ssA
109,"Friends: I am still safe, have power and no water in my apartment. They estimate more than 18"" of rain in last 24h. #HoustonFlood #Harvey"
110,Anyone know what areas of Dickinson are under water?#harvey
111,#houston #harvey flood waters to the curb again.  I-10 Bunker Hill &amp; Cedardale. Spring Rock Flooded #ABC13Eyewitness https://t.co/MJbCkxD9aa
112,"📌 If you have a connecting flight through Houston's @HobbyAirport, it is currently CLOSED, due to water on the runways. #etxwx #txwx #harvey"
113,"- ""More than 300 water rescues (in the region so far)""
Source: KTHR AM
#Harvey #TXwx #Flooding #Emergency #Houston https://t.co/YfOVxU2XkU"
114,Texas huge shale gas fracking gasfields will be under water and spewing toxic hydrocarbons #Harvey #CSG https://t.co/1aTEiMkVye
115,"Emergency manager in Dickinson, Texas: ""water is in homes. first floors flooded, water is rising up the stairs to the second floor."" #Harvey"
116,Wading through the water at 4:20AM at Encore on the Bay! #Harvey #Texas https://t.co/J1rQdAPyWO
117,High water and rescues everywhere...  https://t.co/UnNbfoVEAh  #houstonweather #harvey #houwx https://t.co/7kVYMPq3lz
118,High water rescues from homes all around us. We have a few more inches before the front door becomes part of the yard. #harvey
119,"#Harvey claims second victim in Texas as floodwaters rise
https://t.co/TwbvEGXT1x https://t.co/IO6699uCKs"
120,We don't know whether to flee from rising water or tornadoes. #galcowx #harvey #scarynight
121,Rough night in #quailvalleytx Fighting to keep water out. Go away #Harvey https://t.co/HfOq0r1hGK
122,News says the water levels are exceeding TS Allison levels 😳 #Harvey2017 #Harvey
123,Residents on Apple Blossom Lane in @FriendswoodCity have told 911 that flood waters have reached the second floor of their home. #Harvey
124,Houston is going under water. 😳😱#houstonflood #Harvey
125,There are parts of every freeway in Houston that are underwater. The flooding the is epic #Harvey
126,"Friendswood seeking mutual aid for another boat, currently citizens in five locations waiting to be rescued from high water. #Harvey"
127,I remember from Katrina that people took axes to the attics with them to ensure a way out if water kept rising. #Harvey
128,Prayers up for you(us) all facing #Harvey waters and flooding. Hopefully the rain will die down soon. Present company included.
129,#Harvey Hobby Airfield is closed due to standing water on runways @HobbyAirport #houston #aviation #HurricaneHarvey
130,"Most of Houston is underwater. So is my house and likely my car. To all in Houston or nearby, stay high, stay dry and stay safe. #Harvey"
131,These are the active water rescues that the Houston Fire Department is working:  https://t.co/kCogTKu4Ft%… https://t.co/3HaHKFgX8m
132,Breaking: Cars flooded by high water SW Houston #Harvey #TXwx: https://t.co/BuZE0yvZgb via @YouTube
133,High water at West Bellfort &amp; Dairy Ashford. Tried getting to 59 but we pulled over bc it's too dangerous #Harvey… https://t.co/BXBG1ogRML
134,League City joins Friendswood in loosing a high water rescue vehicle tonight. These conditions are really rough out there. #Harvey #glswx
135,"Chief Art Acevedo @ArtAcevedo #Harvey 
People getting into attic to escape floodwater!
DoNot Do This unless you can… https://t.co/GNxi5w0zr5"
136,"#Harvey San Antonio closed 10 roads because of high water, and officials expect that number to grow #SanAntonio #HurricaneHarvey"
137,"The storm is really picking up again here in @LeagueCityTX, water once again rising in Brittany Lakes. #Harvey #glswx #GalvNews"
138,"Update: #LeagueCity experiencing dmging floods, 3ft ofwater inside homes. 911overwhelmed;callers can't get thru. @KHOU @abc13houston #Harvey"
139,#Breaking: Multiple reports of residents climbing into their attics waiting for evacuations as water rushes into 2 Story homes. #Harvey
140,Tip: if no sand bags use carpet mats rolled up to try and prevent water from coming in #Harvey @KPRC2 @abc13houston https://t.co/K7qzlzg9ht
141,Flooding on the streets prompted city of Smithville to block off Miller near an earlier water rescue #Harvey… https://t.co/Z1FJmsHn5R
142,Standing water on the runways has CLOSED Houston's Hobby Airport. Insane. #Harvey #txwx https://t.co/Lq03QaBPQl
143,And part two of the disaster that is #Harvey underway: flood waters will steadily rise in Houston https://t.co/MswLHRWiKv
144,It's 4am and another rain band is coming.  This flood is truly epic. My house is still okay.  Clear Lake City is under water. #harvey
145,"#Harvey In many low-lying areas of Rockport and towns to the south, battered homes lay half submerged in water #Rockport #Texas"
146,Our house/shop has about a 3ft grade at the fence between us &amp; the neighbor. We have at least 4ft of water in our y… https://t.co/heCVLDt8tA
147,Houston's Hobby Airport is closed. Roads to HA underwater. #Harvey
148,The Bayou over by Hermann Park is full AF and the path we run under McGregor is 100% under water #Harvey… https://t.co/BOFQkooddf
149,When you were making fun of #harvey but now you stuck on the water. smh #houstonflood #houston https://t.co/ZbfKYVCuaV
150,Man this fucking rain is insane..sweeping water away in hopes we don't flood. #houstonflood #harvey
151,the city of houston is underwater. this is catastrophic. #harvey
152,"We're currently fine, no water coming in. But, God Bless the Gulf Coast. Please keep us in your prayers. #harvey #houstonweather"
153,"Update: My friends are in a dark purple Senata at Exxon here. There high water YET, but they are safe for now.… https://t.co/apc52S1OHW"
154,.@GalvestonSO deputy reporting their vehicle is disabled in high water and they are climbing onto the trunk. #GalvNews #Harvey #glswx
155,Settegast is completely under water do NOT drive near the north east area #Harvey
156,"Harris County Sheriff's Office dispatcher to not drive into high water &amp; ""if you can't see the yellow line, don't continue."" #txwx #Harvey"
157,Rescueneeded 77587currently in attic DM if you have a boat n can help #pasadenatx #southhoustontx #harvey #highwater #rescue #rescueneeded
158,JUST IN: Houston Hobby Airport CLOSED due to water on runways as Hurricane #Harvey brings life-threatening flash fl… https://t.co/8fBNHnp2Hd
159,Yup it is flooding outside I have water in my car not kool!!  Knew it wasn't over.  #Harvey
160,How #Harvey flooding challenges both the built and natural watershed systems of Greater #Houston. https://t.co/VewDLI65Bb via @WIRED
161,"Vlaming in Houston: ""Deze stad kan al dit water niet slikken"" https://t.co/9mpXXCNUXI #vrtnws #Harvey https://t.co/zQ19yU8GC8"
162,Hobby airport just completely closed. The arrivals section was closed four hour hours ago due to high water.… https://t.co/d0LTh2jxsR
163,HOU Hobby airport in #houstonflood closed because of standing water on the runway from #Harvey. #flooding #TXwx https://t.co/WKFuoC62yn
164,@abc13houston please tell trucks to stop coming they are pushing water into our houses #southeasthouston #harvey #abc13eyewitness
165,Friendswood just had a high water rescue vehicle go out of service after taking an “eight foot wave” over the hood. #Harvey #glswx
166,.@HobbyAirport is now closed due to floodwater on the runways. #houwx #Harvey
167,Report of civilians wandering and in shock in chest waist high waters #HoustonFlood #Harvey #Disaster #RedCross #flooding #Rain #houwx #txwx
168,Filled bathtub in case we lose water pressure - can still flush toilets. #HurricaneHarvey #Harvey #houstonflood… https://t.co/FXUFpNutW8
169,Insane. Unprecedented. Pray for folks who are having to rush out of their homes due to rising flood waters and/or t… https://t.co/OlGBRef3xu
170,"High water rescues in #Houston 
#Harvey still not done https://t.co/liw08n31R3"
171,"#Smithville mayor says #Harvey has 'devastated' city as several homes flooded, water rescues ongoing.… https://t.co/fc3hpIWTh0"
172,"#Smithville mayor says #Harvey has 'devastated' city as several homes flooded, water rescues ongoing.… https://t.co/CiF4ZA5YyJ"
173,"#Smithville mayor says #Harvey has 'devastated' city as several homes flooded, water rescues ongoing.… https://t.co/amwJXq5nzi"
174,"https://t.co/yEfFMrrRoh Stream over my backyard. Not too much to see but it's what I got. This is Mag Ests in LC, 1ft water on road. #Harvey"
175,"@EricHolthaus @froggybsb03 Yea, but Katrina busted levees. #Harvey brought his own water..."
176,#Harvey causing flooding in Greenspoint area. Just saw mom trying to get her six-month-old through waist-deep water. https://t.co/oabgmyYnhr
177,#Harvey causing flooding in Greenspoint area. Just saw mom trying to get her six-month-old through waist-deep water… https://t.co/rumWmA8OgC
178,"My whole neighborhood is underwater, roads are now full of water, people are trapped, and now tornado warnings #Harvey2017 #Harvey"
179,"Reports of civilians searching for family, friends, neighbors in hip high waters. #Houston #Harvey #Disaster… https://t.co/4OvUxkP500"
180,"A few photos from flooding in @LeagueCityTX Brittany Lakes, couldn’t venture far from my house, waters still too hi… https://t.co/QfrGijZCcF"
181,Y'all Houston is facing dangerous flooding right now. I have friends moving into their attics to escape the water.… https://t.co/1kKUE1zkUJ
182,It seems #Harvey is hitting a tipping point. All the water has nowhere to go. This is bad. Very bad. Stay safe Houston.
183,"2 more possible deaths in floodwaters. Unconfirmed, says @SheriffEd_HCSO #khou11 #harvey https://t.co/eY9QFwyX5s"
184,"So many friends in SE Houston with waters in their homes now or just inches from it. 😢 #Harvey #HouWx 
Just no power lakeside here"
185,Think of the Katrina evacuees who moved to Houston and again face rising flood waters exactly 12 years later. Man. #Harvey
186,If flooded; remember to turn your breakers off IMMEDIATELY! Do not Wade through flood water with live electricity!… https://t.co/I7cKlTJlc7
187,"I tried my hardest to stop the water, but once it reached the windows, there was no hope. #Harvey"
188,A vehicle caught in swiftly moving water can be swept away in a matter of SECONDS. 🚗 https://t.co/u27sm8AaJP #FloodSafety #Harvey
189,Houston residents are taking to their attics &amp; roofs as water rushes in. There is a waiting list for rescues #Harvey https://t.co/uJ3Rp7Sx6K
190,"2:30am and I'm watching water recede way too slowly, waiting for more rain. Tweeting to all of my 11 followers.  lol  #newtotwitter #Harvey"
191,Life threatening flooding in Houston. People are crawling into their attics because water is filling up their homes… https://t.co/T8uGAdQHRn
192,"#Harvey
#HurricaneHarvery
#HurricaneHarvey
#Houston
#Rockport
#CorpusChristi 

Flash Floods can raise water level 8 feet in less than 5 min."
193,Current Transtar map for Houston. Blue roadways have high water. DO NOT travel unless evacuating flooded areas.… https://t.co/ksLMvkwkEo
194,I count more than 40 spots where Houston area waterways are spilling over their banks. This has become a catastroph… https://t.co/WcubvkqQU6
195,Praying that the water has time to recede! This is horrific! #harvey https://t.co/vttSuDLgoV
196,Poor Meyerland has been swallowed by water....again. #Harvey https://t.co/e9dUslKhai
197,"Front yard, porch is a good 4 inches from the ground and the water is now level with it. #Harvey #CStat https://t.co/rhzMbuJNWk"
198,There's no water coming in my house but there are earthworms squirming into my house around the door stops to keep from drowning. #Harvey
199,"A utility truck and an ambulance with a patient in the back both just called in for a high water rescue.

#Harvey #Houston #disaster"
200,"Floodwaters from hurricane can dump upstream in river basins.

Frightening when rivers rise over days &amp; floods can stay for weeks. #harvey"
201,#Harvey hits Texas: Dozens of water rescues reported in Houston. Follow our live blog here: https://t.co/wUIogyM3fK
202,Unprecedented flooding here in #LeagueCity #Harvey. Some have water in home.  :( https://t.co/8f93N4vzLB
203,At one point 20 roads blocked in @MissouriCityTX because of high water. We're in Emergency Operations Center gettin… https://t.co/HLN3W02fjY
204,#Harvey #Houston too much rain water. Devastating flooding. https://t.co/Z6Oyt8FyE7
205,Parts of southeast Houston underwater right now. This is Broadway St from the I610-E overpass. #Harvey #txwx #houwx… https://t.co/Cf3z5Uwy0F
206,#Houston is underneath water. Waist deep. Prayers to the folks out there. #Harvey already has done major damage.
207,Houston flooding: @weatherchannel reports thousands of homes are taking on water tonight. #Harvey
208,At least 50 requesting water rescues in Santa Fe #Harvey https://t.co/Qli1FVRQqh
209,Flood waters from sewer now pushing out of ground and flowing into flooded Buffalo Bayou @KPRC2 #Harvey https://t.co/4loBKCOCEy
210,Never seen water this high in my yard. Rising quickly. We need a break in the rain. #LeagueCity #Harvey… https://t.co/OHCqz7ssbP
211,"Please do not underestimate the water, it WILL surprise you. Please stay at home and be safe. My prayers are with you Houston #Harvey"
212,It's dumb how people were making fun of #harvey &amp; now half the city is underwater. Fuck you guys.
213,Please pray for/ send good juju to #Houston. People are starting to climb into their attics to flee the water :( #Harvey
214,"Foot of water in our house. It usually floods here, but it's never been this bad. (Oaks of Clear Creek, League City) #Harvey #Harvey2017"
215,"Thank you, God, for the water starting to go down even though it has a long way to go. We have some clean up, but we are all safe. #Harvey"
216,"Yes, that's a Cadillac stuck in water. The driver had to be rescued. #Harvey https://t.co/c3c8lv0MQo"
217,This tropical storm #Harvey is no joke. Record breaking flooding across houston. We have been up all night trying to keep water out. 😭😭
218,"Santa Fe PD says they have 50 homes requesting water rescue, and list is growing. None are life threatening situation #GalvNews #Harvey"
219,I'm too freaked out to sleep. I'm afraid I'm going to wake up to water in the house. #Harvey
220,Guy trying to push his stalked car out of flood waters near Buffalo Bayou @KPRC2 #Harvey https://t.co/03jjkuxBc6
221,Listening to Harris County scanner is frightening as water rescue after rescue is called in. #Harvey #txwx
222,"Katrina-People died when water rose into their attics. If u go into the attic, take sharp tool to punch a hole in t… https://t.co/DrndI1PkgK"
223,"Dickinson officials say all roads are under water, not passable; Click link for high water areas… https://t.co/sEfin42K2R"
224,"Hurricane #Harvey: Warm water, huge rains, slow speed slam into Texas via the @FoxNews App https://t.co/AdPshs5Gb3"
225,"@sesavan Keep a door or window open in case water suddenly rises, so you are not trapped inside. #txwx #flood #houwx #Harvey"
226,"#FloodSafety Tip: It is impossible to know how deep the water is just by looking at it. Turn Around, Don't Drown!… https://t.co/dTDaWXvpPQ"
227,"I-10 and Post Oak: water level is rising in the underpass. #Houston #Harvey 
I-10 and 610: looks like highway lanes… https://t.co/3jRevpVl4S"
228,#Harvey Ask someone who experienced the Ellicott City flood last year to tell you about fast-rising flood water. Don't drive Houston!
229,"Follow @ArtAcevedo who is waistdeep in the water, helping where he can #harvey https://t.co/7rO5k15FSa"
230,We're getting calls from people saying water is waist deep in their home. Asking us what to do. Overwhelming water levels. #Harvey #Houston
231,"Multiple swiftwater rescues now in Smithville, both from cars and homes. First time ever according to Mayor. #txwx #Harvey"
232,#Harvey: 3 dead/People climbing into attics to escape hi-waters 10 Million under flash flood watch  6/7 in. fall/hr.
233,1:30 am: water half way up my front yard. many neighbors homes already flooding. #Harvey https://t.co/Blf7jEZYNN
234,"High water rescues around the city, waterways spilling over, 2nd rain band coming within the hour to hit W. Houston #Harvey #houstonflood"
235,"Local news (KHOU) is reporting some people in South Houston are seeking shelter from the flood waters in their attic spaces.

#Harvey"
236,Prepare: Fill bath/sinks/buckets... with tap water + collect rain for drinking. Refill empty water bottles! #Harvey #HurricaneHarvey #Advice
237,"Multiple swiftwater rescues now in Smithville, both from cars and homes. First time ever according to Mayor. #txwx #Harvey"
238,Get a set of dry clothes off the floor so you can put something on if you wake up in water. Charge your cell phone. Don't panic. #Harvey
239,Hearing people in #Friendswood were sleeping when their house started taking on water didn't even realize they were flooding @KPRC2 #Harvey
240,"@cohoustonfire: If you're forced to flee #flood waters into your attic, ""Bring an ax.""

#HARVEY

#HOUwx #TXwx"
241,Mayor of Smithville says homes are flooding that have never done so before. 25+ homes in town with water inside. #txwx #Harvey
242,Good lord. The flooding has started. Some people in need in south-southeast Houston are in their attics running from rising waters. #Harvey
243,"Houston: If flood waters start getting in your home quickly, be prepared to move to the second story or roof (last resort). #Harvey #TXwx"
244,I feel for the people going through #Harvey having lived thru 18 feet of water in Katrina it's devastating. The loss is devastating #prayers
245,They are advising people who are retreating into their attics from flood waters to bring an axe. #HurricaneHarvey #Harvey #houwx #glswx
246,"pls do not get trapped in your attick, if water rises high enough you won't have an out. #houstonflood #Houston… https://t.co/dA9nOMfAiv"
247,Houston is essentially going underwater 💔 #harvey
248,"I've been watching the map on #Snapchat. 
Check out Washington Dr @lincolnbarhou - ppl srsly dancing in floodwater… https://t.co/EdOBXkN5pU"
249,"Not supposed to see any water from my yard.... #harvey @ Bayou Brae,… https://t.co/86Zxx415kl"
250,Just heard from a #Houston Fire Captain who has swift water rushing through their home in #Friendswood. @KPRC2 #Harvey
251,Reports of cars going wrong way on Freeways around #Houston to flee floodwaters. #Harvey #flashflood #houwx #disaster #redcross
252,"One reported fatality in #Houston  bc of #Harvey. Plz stay home. If you see water, ""don't drown, turn around."" Can't stress that enough."
253,Op sommige plaatsen in #Houston vluchten mensen naar zolder om te ontsnappen aan stijgend water dr #Harvey #vrtnws… https://t.co/BEYqK5qO1q
254,I've saw a few sprinklers on tonight. @PflugervilleTX maybe a gentle reminder to people to turn them off. #harvey #water #rain #flooding
