text,label
"Please remember, these animals are displaced just like you. Leave them alone and notify authorities with sightings._—_ https://t.co/qEGisTUEEk",other
.@BakerRipley opens shelter @NRGParkFan. No volunteers or donations accepted tonight.  https://t.co/LiDTpbLU8y #harvey,relocation
"How #harvey aid news stories are gonna go: So many volunteers, wonderful!Wait, people are upset and this stuff is crapWhat went wrong? _™_”",volunteering
.@RedCrossDenver getting ready for telethon for Texas! ~150 volunteers raising #Harvey relief $. Call 866-367-3001_—_ https://t.co/3ma34GYOzv,volunteering
Shoutout to @ALANaid's #supplychain #volunteers for providing #transit #warehouse &amp; #coldstorage aid in #TX!_—_ https://t.co/a7LHOOmvEe,volunteering
Dial 211 if you are seeking a large or small animal shelter or holding facility @TAHC #Harvey #hmrd https://t.co/opzb0ZBStw via ^cc,relocation
@JoelOsteen will you be opening your doors to people displaced by #Harvey?  WWJD??,relocation
Donate to the Red Cross to help the many people displaced and in danger because of #Harvey--Every little bit helps! https://t.co/t4r2aj3yL2,donation
Help @RIBloodCenter  spread the word. Even if you can't give money to help #Harvey victims - you can donate blood._—_ https://t.co/oOyOvMhpf0,donation
"BBCBreaking: More than 30,000 people in Texas expected to be placed in temporary shelters due to Storm #Harvey _—” F_—_ https://t.co/YJ3oW9m9PK",relocation
Thought @texasgov @HoustonOEM released news saying pets would be taken in shelters why is #Katy shelter turning awa_—_ https://t.co/EuLb68KCDP,relocation
Spread the word. Help this dude out. #harvey #hurricane #displacedpets https://t.co/eavQ4TAigA,other
"@amjoyshow Well, it takes Trump, the second visit to Houston, which is a week later after #Harvey, to see and meet evacuees in shelter.",relocation
"Nueces Co. (Corpus Christi) tells residents: ""The evacuation period has ended. It is now time to shelter in place."" #Harvey",relocation
.@WeAreBlood has a Type O blood shortage in Central Texas ahead of Hurricane #Harvey. Find out where to #donate:_—_ https://t.co/tIVBm9kDhL,donation
#innovation to meet needs of #displacedpeople #HelpforHouston Buy backpacks for kids whose school shut down #Harvey_—_ https://t.co/v628d2bBvs,donation
If you live near by consider #petfostering someone animals while they are displaced. Saved my family during #Katrina #Harvey #HoustonStrong,relocation
(1) To those looking to help with #Harvey consider donations to Coalition for the Homeless:  https://t.co/CoouK0IJsz,donation
"#ICYMI: Victoria family seeks shelter in Austin, comforted by Gov. Greg Abbott this weekend https://t.co/sI0GMteHoH_—_ https://t.co/IJQ5OrJejZ",relocation
"Please help us support incoming, displaced students affected by #Harvey. Donations listed can be dropped off at Kra_—_ https://t.co/n6n1OG3wjF",relocation
"@Petco do you have a list of locations open or closed in Houston? Need dog food tomorrow, mine was flooded out. #Harvey #dogparent",other
@connectforlife needs blood donations for #Harvey relief #SanAntonio  https://t.co/n572r3CkoL or call 210-731-5590 https://t.co/I0NrGQ5Rnp,donation
@RedCrossSA are you all accepting volunteers? or do you know of anywhere in san antonio where volunteers are needed_—_ https://t.co/8VRAaBy1KW,volunteering
"Mayor Adler: We are not checking papers at shelters, we are opening our doors to make sure everyone is safe._—_ https://t.co/tvg0eqFl5Q",relocation
"@NationalGuard Shelters &amp; rescue groups are taking in displaced #Harvey pets here:@spcaoftexas@austinpetsalive@DallasShelter@sahumane",relocation
"3052 have already been rescued. Add to that, all those rescued by volunteers, the estimate is over 5,000. #Harvey #Houston United We Stand!",volunteering
"Just spoke to @DownHouseHTX. They're open w/ limited service, &amp; accepting donations for #Harvey victims #houstonflooding @HoustonPubMedia",donation
#ReadyCongregation Tip Sheet: Faith Communities &amp; Disaster Volunteerism. Texas needs your help! https://t.co/wuVfOgXqwT #volunteers #Harvey,volunteering
"I really want to thank all the volunteers, first responders, and citizens for including #pets in the rescue effort._—_ https://t.co/qGGcjJqkgb",volunteering
Thoughts with all affected by #Harvey After a Red Cross donation please consider Animal Welfare n Rescue Orgs in Texas They'll need help,donation
"Wondering how you can help hurricane victims now?Give blood - I just booked my platelets donation for tomorrow morning! #HurricaneHarvey",donation
#Harvey can't believe there aren't no shelters in place in corpus...,relocation
"@LindseyFOX26 Thanks for your advocacy for #Harvey's displaced animals, from a #SuperstormSandy volunteer. Your voice is important.",other
".@TEGNA's local broadcast stations are raising money for the American Red Cross, Hurricane #Harvey relief efforts_—_ https://t.co/0r4456SmzD",donation
@statebaroftexas is accepting attorney volunteers to assist the public after #Harvey. Go to https://t.co/zmzZLLv9fY_—_ https://t.co/B0pWPPJq3i,volunteering
Pretty full at GRB in Houston. Night shift volunteers needed. So many stories of Houstonians helping each other_—_ https://t.co/alhdxRwjAT,volunteering
My family and I got to help serve food to those in need after #hurricaneharvey #hurricane #harvey #voulenteer_—_ https://t.co/bEH3kCOZEJ,volunteering
"Houston's 'Mattress Mack' provides shelter, food for hundreds in need: https://t.co/VuuxQJEpVL #Harvey https://t.co/H4oGMKBmTk",relocation
"Retweeted Gov John Bel Edwards (@LouisianaGov):Help relieve the blood supply shortage left by #Harvey. .Join us... https://t.co/E24Ba3fjg5",donation
very very impressed with the spontaneous volunteers assisting neighbors in #Texas.  #Harvey,volunteering
@Idaly_C02 Pray for #Harvey. We are about to give him a bloody nose.,other
Texans have lost a lot PLZ help local Shelters so they can board pets displaced by #Harvey! Pets are family too! https://t.co/Nk7CM4va7O,relocation
Urgent need for blood donors thanks to #HurricaneHarvey and #LaborDayWeekend travel. #twithaca https://t.co/Dtsx1IQZB7,donation
"#Houston Mayor says shelters are opening. ""We expect everyone to be orderly."" Watch: https://t.co/YaHaEDtidu_—_ https://t.co/C2Zcb3NyHE",relocation
@ShipleySchool collecting donations to go direct to #Hurricane #harvey victims thru Friday. @LowerMerionSD_—_ https://t.co/Qvrjwjkfpr,donation
@tonyposnanski Maybe @TomiLahren can give a portion of her t-shirt sales to #Harvey or the money she saved by being on her mom's insurance,donation
"More than 32,000 people are displaced in #Houston with no place to call home. #HoustonFloods #Harvey  https://t.co/YDduagPot9",relocation
If you want to help the animals displaced by #Harvey go here &gt;&gt;&gt; https://t.co/kNBq71WLi9,donation
If you live in the area of Houston and need shelter and food please let me know me and my mom will be glad to help anyone in need_™…_ #Harvey,relocation
"Have you or someone you know been displaced as a result of #Harvey ?$ to help from U.S. FEMA, available now via https://t.co/3zJ6tCyttE",relocation
The brave rescues from volunteers continue in #Houston as more rain expected causing catastrophic havoc. #Harvey https://t.co/OEbKJdVZoC,volunteering
. @realDonaldTrump donates $1 million to #Harvey flood victims. @BarackObama buys $15 million vacant lot from blood_—_ https://t.co/FTf0Y72f8w,donation
@RealDonad_Trump You insist on a bloody wall while we need reinforcements at the Gulf Coast to protect us from natu_—_ https://t.co/saEztXGNkY,other
"Resourceful dog runs away from home, returns with bag of food after #Harvey https://t.co/kuXGNNuUA1 #CheckThisOut https://t.co/cDLctNN7TX",other
äÖÊä»çäÖÊ #blooddrive #HurricaneHarvey #TropicalStormHarvey #stcbt https://t.co/lvPPOL2wDK,other
League City first responders sheltering in place on west side as a tornado warning is issued for the area. #Harvey,other
#Airbnb and HomeAway have asked hosts to give away space to people displaced by Hurricane #Harvey... https://t.co/1qT1bM7vAq,relocation
We have sent over 100 units of blood for #HurricaneHarvey relief efforts. Donations are still needed. See locationsäó_ https://t.co/cdZmLfnxsA,donation
"Retweeted Ryan Saavedra _ôˆ__ôˆŸ (@RealSaavedra):#HurricaneHarvey has displaced millions in #Houston &amp; people have... https://t.co/mqdeF3HJyt",relocation
Our #schools have been #shelters &amp; places of refuge during #Harvey &amp; #Irma. Here's how we can #GiveBack. https://t.co/xwuEGfHaJY,relocation
@warriorsialkot @JJWatt .@HFUSA is already in Texas helping #Hurricane #Harvey survivors w/food &amp; water. To learn mäó_ https://t.co/NRwT6fwC9K,other
People are urging donations for #Harvey relief efforts äóî just NOT to the Red Cross https://t.co/qz3UlIrd68,donation
Even $1 will help. If everyone gave just a dollar imagine how much money could be raised #Harvey #HelpHarveyVictims https://t.co/333rr8eZge,donation
@foxandfriends As Americans we all need to pray for those in #Harvey. To the volunteers who are working to make a difference #Thank You_ôˆ__ôˆŸ,volunteering
#Harvey is a reminder of how wonderful people can be. Profound respect for the many first responders &amp; volunteers helping those in need.,volunteering
"Our volunteers met a couple displaced by #Harvey from Victoria, with a car but no gas money to get home. Need $60. Let us know. #Austin",relocation
Friends!! Anyone interested in donating to victims of #Harvey   EPCAD is accepting donations!! 5801 Trowbridge. 9.1äó_ https://t.co/gNXra01Wdr,donation
.This is the country I Love! #IHaveADream that all the displaced animal babies from #Harvey will be returned to theäó_ https://t.co/PJFsGw5vh7,relocation
@nytimes That was convefed with his crowd size n famous FEMA Director. Nothing of worth on the volunteers/victims oäó_ https://t.co/FCx00uXVRC,other
"To assist those affected by #HurricaneHarvey, consider donating blood - it can be sent to affected areas.äó_ https://t.co/of15CRFdiT",donation
@smashlanta #Texas needs our help after Hurricane #Harvey. Text the word HARVEY to 90999 to make a $10 donation to @RedCross,donation
Mike needs to seek shelter! @weatherchannel #HARVEY,relocation
"So many stories of heroism&amp;caring emerging from Houston-so grateful to law enforcement,first responders,public servants &amp; volunteers #harvey",volunteering
Help The American Red Cross Text 'HARVEY' to 90999 to contribute $10 to the relief effort or donate blood. #Harveyäó_ https://t.co/bKoK6o8Hz1,donation
"Houston Rescue volunteers have a midnight curfew. After that contact PD, FEMA or the Coast guard and stay on the line. #Harvey #HarveySOS",volunteering
The #Houston food bank is a great place to donate a few dollars for #Harvey relief https://t.co/T1CC7mj03l  @HoustonFoodBank,donation
#DonaldTrump thanks Hurricane #Harvey volunteers https://t.co/2b9Eg2PJKq,volunteering
"When #Ivan hit, desperation and hopelessness reigned. Was so touched by the many volunteers that came to help. #Texasneedsusnow with #Harvey",other
The storm has ended but lots of help is still needed for the pets displaced by #Harvey. Learn how you can help at https://t.co/I9P3ohmOZg,relocation
TOMORROW ON @GMA: We're kicking off a #DayOfGiving to raise money for #Harvey victims with the @RedCross. https://t.co/rwMNCUVKY0,donation
"#BREAKING: Dallas Metroplex will open shelters to accommodate 6,000 people displaced by #HoustonFlood #Harvey @KPRC2",relocation
Austin #coworking spaces set up to help those displaced from #harvey #help #texasstrong https://t.co/23gS7qiSV3 https://t.co/7Yu1cxK8s5,relocation
"An interesting bit of info. #blooddrive #Harvey2017 https://t.co/IoRBrksEWk",other
The #HISD Foundation is collecting donations for HISD's families &amp; students impacted by #Harvey. Donate here: https://t.co/8jdCM3jpkK,donation
"SE #Texas: 5-10in rain overnight, tons more till Thur. State asking for volunteers &gt;help rescues! #houstonfloodäó_ https://t.co/rPBrpUafuA",volunteering
"Goat yoga highlights weekend's #Harvey fundraiser for displaced animalshttps://t.co/s7HPUpJ00I via @northjersey https://t.co/fdbBYupomc",other
"Red Cross deploys volunteers to help with #Harvey relief efforts... #stjomo #nwmo #texashttps://t.co/5R7p8P3bAcvia @bandersonKQ2 #kq2",volunteering
Not to be a dick but who gives a fuck about a cat when there are people who need that money #Harvey,other
Evacuees are still in need of food &amp; clothing donations. Mayor @Ron_Nirenberg also encourages residents to consider donating blood. #Harvey,donation
_ôÊÖ_ôê__ôê__ôÖ¢Please_ô»è help sharingäó_¥ŸèThanks for helping to spread the word about how we can help displaced pets _ôÖË #Harvey Texaäó_ https://t.co/AaScu5fxYj,relocation
"George R. Brown convention center downtown opening as a shelter. By Discovery Green Park, south of Minute Maid/Astros stadium. #harvey",relocation
Please consider donating to @HumaneSociety to help care for pets displaced by #Harvey &amp; #Irma: https://t.co/cGWDOGhJTI #hurricaneirma,donation
"Shelter dogs displaced by #Harvey arrive by plane in NJ.@sthubertsanimal  https://t.co/ooDMwm0vr9",relocation
"Time to adopt progressive Texans, and leave the rest to shoot each other for ""looting"" supermarkets of needed foodäó_ https://t.co/I4nqMTkVcQ",other
Super easy &amp; cool way to help our 4 legged friends displaced by #Harvey in #Houston 100% proceeds go to helping theäó_ https://t.co/OBv8VnD27m,other
"After #HurricaneHarvey, do as I will do, and please donate blood to @commitforlife, because even Houston hospitals are being evacuated.",donation
"If you love animals and know how much they mean to people, consider a donation to @spcaoftexas working to help animäó_ https://t.co/3hgMrxrH0k",donation
@RedCross CEO Gail McGovern addresses the Centeral Texas HQ disaster center volunteers and staff overseeing theäó_ https://t.co/pQV6kfw4Vh,other
"Reminder to housing providers @OregonHCS has issued guidance on housing people displaced bc of Hurricane #Harvey. https://t.co/pynJcrEmrc",relocation
"@PetSmart do you have a list of locations open or closed in Houston? Need dog food tomorrow, mine was flooded out. #Harvey #dogparent",relocation
Mom's rescue is part of an operation to rehome shelter animals displaced by #Harvey. Any help is appreciated. https://t.co/bg8dwdQl38,relocation
Our fulfillment team is at @austinpetsalive temporary shelter 7711 Burnet Rd. Supplies &amp; volunteers needed!äó_ https://t.co/RNrRBo0EOy,relocation
Help animals displaced by #HurricaneHarvey  @HoustonHumane @sahumane @austinpetsalive @spcaoftexas H/T to @LorenzoTheCat @giddy_up_7,relocation
"Retweeted BBC News (World) (@BBCWorld):The numbers behind Storm #Harvey, which has left thousands displaced in... https://t.co/foDAlONEXi",other
"""Shauntelle needs to get to a hospital urgently to get a blood transfusion... "" #HoustonFloods #HoustonStrongäó_ https://t.co/O7sJOnZYiF",donation
"Retweeted Houston OEM (@HoustonOEM):If a Tornado Warning is issued for your area, seek shelter immediately. #houwx #Harvey",other
".@realDonaldTrump-Send diapers, baby formula, water, food, etc. instead of yourself. You're no help to anyone.#NoTrumpTexasTrip #Harvey",donation
Come out to support #Harvey victims as we team up with @ARCWV for a blood drive today from 12:30-6:30 at the Crossräó_ https://t.co/fhQO2SC8pw,donation
"Dozens of volunteers are here cooking food, helping with medicine, &amp; organizing games. It's beautiful to see.äó_ https://t.co/PU9c1dVlNd",volunteering
Need night time volunteers at the @GRBCC  through the evening. #harvey Pls register @ https://t.co/nTH2gcdRBD  B4 arriving Check-in Hall E.,volunteering
Jerry Jones starts the pledge to help @SalvationArmyUS #Harvey hurricane relief with pledge of $100k donation!,donation
"@LadyLiberty411 Watching so many devastated victims of #Harvey who will now need to rely on food stamps, I wonder häó_ https://t.co/5ewMi3Oie4",relocation
.@GovAbbott says he's heading to San Antonio to visit shelters and other places there. #Harvey,relocation
"Please take a moment and make a donation for the relief efforts in #Texas #Harvey2017 #redcross #harveyhttps://t.co/lrh6a8kFXe",donation
"All my Katy friends, please let me know if anyone needs a place for shelter or immediate rescue! #harvey",relocation
"I'd love to talk to someone who was aided by online volunteers for a #Harvey rescue, if they're safe / willing to.Please DM if that's you.",volunteering
"@QsTaxi sent a donation for #Harvey survivors &amp; city of #Houston Do your part and give time, money or effort!",donation
"volunteers needed at berry center, met church and other local cypress temporary shelters tomorrow! pls come and help!!! #Harvey #Houston",volunteering
This is amazing #Houston #Harvey #volunteers https://t.co/TRoxTO00d3,other
Contact ur local rescue shelters to find out how you can help animals displaced by #Harvey https://t.co/3Pqs4f6H4h,relocation
Central IL @bloodservices seeks blood donations in aftermath of #HarveyStorm https://t.co/qnrYPh2t4E https://t.co/l0BTg48ecm,donation
#Follow @BayouStreetMed to get in touch w/ street medics organizing #Harvey relief. Seeking trained medical volunteers &amp; donations! #BASH,volunteering
"Behind the scenes of a disaster response: blood prepared by our labs, delivered to help flood-ravaged areas #harvey  https://t.co/YBgpnxP7u0",donation
@TravisABC13 where do you take shelter in the event of tornado if first floor is flooded? @HellerWeather @abc13houston #Harvey,relocation
Big thank you's to the community volunteers . They have rescued hundreds through their tireless spirit. #Harvey https://t.co/56tRGDWrnp,volunteering
"President Trump arrives in Houston, where he is expected to meet with people displaced by #Harvey https://t.co/VjeIlaaBuk",other
"Help #Harvey victims by giving blood #donateblood #HouchinBloodBankhttps://t.co/OAGvs6qgG8",donation
Turned my small donation in this morning. #everylittlebithelps #Harvey #proud2bACE #cantstopRISD https://t.co/bUp7XKnAlu,donation
